x1,x2
6.723853252331933,5.881766011496266
7.727695518181427,8.166846170597392
7.2880175082064325,9.38076068990041
6.387722873552626,8.08405177014943
6.363889671015561,6.495867512976734
8.58644090944268,9.434011170050946
9.899477137511862,5.9410875120825555
8.162529017957127,8.736163134571164
5.736288781831363,6.5538773750109796
6.7037486532072545,5.53525043713654
9.606468436589331,8.713747829547366
7.795709781531514,5.020332584058279
4.764315854320686,6.071092083202633
8.926218151864628,5.876970494975595
7.720329643094561,6.3954942053489505
8.119397324220284,8.255710597135788
9.250694360779542,9.106881012161775
8.915636039195949,8.288009920417853
5.490486231426141,5.597596373836158
8.74748560492365,9.34660397454364
4.5796852530749135,6.609599323028975
4.99836193699866,5.3853446060096575
4.940977163649208,7.187648460076561
5.546732199972415,5.937271035881338
4.093128426850664,5.742185896827882
8.620617573206092,8.524239503523619
13.888811750450262,9.31245414345516
8.002188826135146,8.52494388174131
14.32639886420366,11.2083125803705
8.885253608076889,9.012660588792336
13.339938180541541,10.569534890771683
9.481777814957866,10.030108690359478
12.348879525373853,10.088007666814034
10.660523347269825,11.498412254945245
8.207167665865827,11.439113404198508
8.653860811990441,11.974656076540809
9.677878563388955,10.459137751353571
14.4585856151257,9.810735809657558
12.944047455833768,10.833021320272454
8.060475358662517,9.209598311269058
8.446212883850826,8.63085265993004
12.382956947907768,8.543495672515583
10.33367922834513,8.4971122441328
14.136367908425001,10.477514682904703
14.927410266055066,11.488046223645375
9.29467153388387,10.203980810660518
8.47851763434426,9.703805366111684
11.764494083735311,10.299425062269766
11.658028424985853,10.57670224614446
9.177763801246686,8.778594882453135
